fecha,ciudad,anio,mes,dia_semana_num,dia_semana,fin_de_semana,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,festivo_local_flag,temperatura_media_c,lluvia_indice,turismo_indice,incidencia_ecommerce_flag
2021-07-07,Palma,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,29.8,23.6,104.7,0
2021-07-07,A Coruna,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,19.2,30.9,66.7,0
2021-07-08,Madrid,2021,7,3,Jueves,0,0,1,0,0,0,1,0,27.2,54.7,87.0,0
2021-07-08,Barcelona,2021,7,3,Jueves,0,0,1,0,0,0,1,0,24.2,17.3,80.7,0
2021-07-08,Valencia,2021,7,3,Jueves,0,0,1,0,0,0,1,0,28.3,40.5,94.3,0
2021-07-08,Sevilla,2021,7,3,Jueves,0,0,1,0,0,0,1,0,31.8,28.6,85.8,0
2021-07-08,Malaga,2021,7,3,Jueves,0,0,1,0,0,0,1,0,29.8,35.1,99.4,0
2021-07-08,Zaragoza,2021,7,3,Jueves,0,0,1,0,0,0,1,0,26.7,19.8,26.4,0
2021-07-08,Bilbao,2021,7,3,Jueves,0,0,1,0,0,0,1,0,22.7,15.8,51.7,0
2021-07-08,Murcia,2021,7,3,Jueves,0,0,1,0,0,0,1,0,29.7,32.6,73.1,0
2021-07-08,Palma,2021,7,3,Jueves,0,0,1,0,0,0,1,0,27.9,28.8,90.1,0
2021-07-08,A Coruna,2021,7,3,Jueves,0,0,1,0,0,0,1,0,22.7,16.3,80.0,0
2021-07-09,Madrid,2021,7,4,Viernes,0,0,1,0,0,0,1,0,25.5,32.9,83.1,0
2021-07-09,Barcelona,2021,7,4,Viernes,0,0,1,0,0,0,1,0,24.3,37.0,65.7,0
2021-07-09,Valencia,2021,7,4,Viernes,0,0,1,0,0,0,1,0,26.4,30.4,58.4,0
2021-07-09,Sevilla,2021,7,4,Viernes,0,0,1,0,0,0,1,0,24.5,29.7,86.9,0
2021-07-09,Malaga,2021,7,4,Viernes,0,0,1,0,0,0,1,0,28.2,18.4,86.4,0
2021-07-09,Zaragoza,2021,7,4,Viernes,0,0,1,0,0,0,1,0,31.6,29.9,36.7,0
2021-07-09,Bilbao,2021,7,4,Viernes,0,0,1,0,0,0,1,0,20.6,15.7,55.5,0
2021-07-09,Murcia,2021,7,4,Viernes,0,0,1,0,0,0,1,0,27.7,32.9,60.8,0
2021-07-09,Palma,2021,7,4,Viernes,0,0,1,0,0,0,1,0,21.2,44.4,119.7,0
2021-07-09,A Coruna,2021,7,4,Viernes,0,0,1,0,0,0,1,0,17.1,21.5,63.3,0
2021-07-10,Madrid,2021,7,5,Sabado,1,0,1,0,0,0,1,0,26.5,31.1,79.4,0
2021-07-10,Barcelona,2021,7,5,Sabado,1,0,1,0,0,0,1,0,29.2,11.4,92.7,0
2021-07-10,Valencia,2021,7,5,Sabado,1,0,1,0,0,0,1,0,21.1,44.4,50.7,0
2021-07-10,Sevilla,2021,7,5,Sabado,1,0,1,0,0,0,1,0,29.5,19.6,67.6,0
2021-07-10,Malaga,2021,7,5,Sabado,1,0,1,0,0,0,1,0,24.1,47.3,88.2,0
2021-07-10,Zaragoza,2021,7,5,Sabado,1,0,1,0,0,0,1,0,29.6,24.3,41.6,0
2021-07-10,Bilbao,2021,7,5,Sabado,1,0,1,0,0,0,1,0,20.7,14.0,53.1,0
2021-07-10,Murcia,2021,7,5,Sabado,1,0,1,0,0,0,1,0,27.6,36.3,68.4,0
2021-07-10,Palma,2021,7,5,Sabado,1,0,1,0,0,0,1,0,27.5,32.8,91.6,0
2021-07-10,A Coruna,2021,7,5,Sabado,1,0,1,0,0,0,1,0,15.1,24.4,82.5,0
2021-07-11,Madrid,2021,7,6,Domingo,1,0,1,0,0,0,1,0,33.6,35.3,69.1,0
2021-07-11,Barcelona,2021,7,6,Domingo,1,0,1,0,0,0,1,0,26.4,19.0,90.4,0
2021-07-11,Valencia,2021,7,6,Domingo,1,0,1,0,0,0,1,0,20.5,31.5,70.5,0
2021-07-11,Sevilla,2021,7,6,Domingo,1,0,1,0,0,0,1,0,28.5,23.7,90.9,0
2021-07-11,Malaga,2021,7,6,Domingo,1,0,1,0,0,0,1,0,24.6,29.5,79.6,0
2021-07-11,Zaragoza,2021,7,6,Domingo,1,0,1,0,0,0,1,0,23.8,43.1,58.4,0
2021-07-11,Bilbao,2021,7,6,Domingo,1,0,1,0,0,0,1,0,19.7,18.6,53.8,0
2021-07-11,Murcia,2021,7,6,Domingo,1,0,1,0,0,0,1,0,27.9,21.7,69.1,0
2021-07-11,Palma,2021,7,6,Domingo,1,0,1,0,0,0,1,0,22.3,41.8,101.1,0
2021-07-11,A Coruna,2021,7,6,Domingo,1,0,1,0,0,0,1,0,19.8,31.4,93.1,0
2021-07-12,Madrid,2021,7,0,Lunes,0,0,1,0,0,0,1,0,27.2,33.6,75.9,0
2021-07-12,Barcelona,2021,7,0,Lunes,0,0,1,0,0,0,1,0,23.6,20.3,93.4,0
2021-07-12,Valencia,2021,7,0,Lunes,0,0,1,0,0,0,1,0,24.3,8.7,78.3,0
2021-07-12,Sevilla,2021,7,0,Lunes,0,0,1,0,0,0,1,0,25.1,1.6,79.1,0
2021-07-12,Malaga,2021,7,0,Lunes,0,0,1,0,0,0,1,0,24.6,23.9,81.3,0
2021-07-12,Zaragoza,2021,7,0,Lunes,0,0,1,0,0,0,1,0,26.4,27.1,46.1,0
2021-07-12,Bilbao,2021,7,0,Lunes,0,0,1,0,0,0,1,0,23.1,27.2,66.9,0
2021-07-12,Murcia,2021,7,0,Lunes,0,0,1,0,0,0,1,0,24.5,28.6,55.1,0
2021-07-12,Palma,2021,7,0,Lunes,0,0,1,0,0,0,1,0,27.3,16.1,102.2,0
2021-07-12,A Coruna,2021,7,0,Lunes,0,0,1,0,0,0,1,0,19.7,32.6,67.8,0
2021-07-13,Madrid,2021,7,1,Martes,0,0,1,0,0,0,1,0,27.3,26.6,75.2,0
2021-07-13,Barcelona,2021,7,1,Martes,0,0,1,0,0,0,1,0,25.1,19.1,63.8,0
2021-07-13,Valencia,2021,7,1,Martes,0,0,1,0,0,0,1,0,22.9,13.6,101.8,0
2021-07-13,Sevilla,2021,7,1,Martes,0,0,1,0,0,0,1,0,22.2,20.3,61.2,0
2021-07-13,Malaga,2021,7,1,Martes,0,0,1,0,0,0,1,0,25.4,31.7,93.4,0
2021-07-13,Zaragoza,2021,7,1,Martes,0,0,1,0,0,0,1,0,27.2,34.2,67.2,0
2021-07-13,Bilbao,2021,7,1,Martes,0,0,1,0,0,0,1,0,20.3,18.2,52.5,0
2021-07-13,Murcia,2021,7,1,Martes,0,0,1,0,0,0,1,0,25.0,22.5,54.4,0
2021-07-13,Palma,2021,7,1,Martes,0,0,1,0,0,0,1,0,27.2,21.9,92.3,0
2021-07-13,A Coruna,2021,7,1,Martes,0,0,1,0,0,0,1,0,18.8,32.0,37.7,0
2021-07-14,Madrid,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,22.5,43.6,68.4,0
2021-07-14,Barcelona,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,23.5,26.7,86.2,0
2021-07-14,Valencia,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,22.6,34.5,89.5,0
2021-07-14,Sevilla,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,23.7,27.2,60.4,0
2021-07-14,Malaga,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,22.9,36.0,82.7,0
2021-07-14,Zaragoza,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,24.5,19.1,56.6,0
2021-07-14,Bilbao,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,20.4,1.6,64.2,0
2021-07-14,Murcia,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,28.2,17.1,81.7,0
2021-07-14,Palma,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,24.5,0.0,84.7,0
2021-07-14,A Coruna,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,18.3,30.5,52.7,0
2021-07-15,Madrid,2021,7,3,Jueves,0,0,1,0,0,0,1,0,25.9,39.7,62.8,0
2021-07-15,Barcelona,2021,7,3,Jueves,0,0,1,0,0,0,1,0,24.9,37.6,83.2,0
2021-07-15,Valencia,2021,7,3,Jueves,0,0,1,0,0,0,1,0,21.9,37.7,84.5,0
2021-07-15,Sevilla,2021,7,3,Jueves,0,0,1,0,0,0,1,0,24.9,26.9,60.9,0
2021-07-15,Malaga,2021,7,3,Jueves,0,0,1,0,0,0,1,0,21.4,48.3,91.3,0
2021-07-15,Zaragoza,2021,7,3,Jueves,0,0,1,0,0,0,1,0,24.5,37.7,60.8,0
2021-07-15,Bilbao,2021,7,3,Jueves,0,0,1,0,0,0,1,0,19.2,26.0,80.5,0
2021-07-15,Murcia,2021,7,3,Jueves,0,0,1,0,0,0,1,0,29.7,38.6,73.5,0
2021-07-15,Palma,2021,7,3,Jueves,0,0,1,0,0,0,1,0,22.5,26.0,67.1,0
2021-07-15,A Coruna,2021,7,3,Jueves,0,0,1,0,0,0,1,0,22.3,24.3,84.3,0
2021-07-16,Madrid,2021,7,4,Viernes,0,0,1,0,0,0,1,0,23.8,33.2,79.6,0
2021-07-16,Barcelona,2021,7,4,Viernes,0,0,1,0,0,0,1,0,24.1,35.4,47.0,0
2021-07-16,Valencia,2021,7,4,Viernes,0,0,1,0,0,0,1,0,21.8,31.8,74.2,0
2021-07-16,Sevilla,2021,7,4,Viernes,0,0,1,0,0,0,1,0,26.6,35.3,71.3,0
2021-07-16,Malaga,2021,7,4,Viernes,0,0,1,0,0,0,1,0,25.4,20.9,75.9,0
2021-07-16,Zaragoza,2021,7,4,Viernes,0,0,1,0,0,0,1,0,26.7,36.6,54.4,0
2021-07-16,Bilbao,2021,7,4,Viernes,0,0,1,0,0,0,1,0,26.4,29.5,46.8,0
2021-07-16,Murcia,2021,7,4,Viernes,0,0,1,0,0,0,1,0,32.7,8.3,51.6,0
2021-07-16,Palma,2021,7,4,Viernes,0,0,1,0,0,0,1,0,26.7,24.4,125.8,0
2021-07-16,A Coruna,2021,7,4,Viernes,0,0,1,0,0,0,1,0,21.3,18.6,82.3,0
2021-07-17,Madrid,2021,7,5,Sabado,1,0,1,0,0,0,1,0,25.1,18.9,55.0,0
2021-07-17,Barcelona,2021,7,5,Sabado,1,0,1,0,0,0,1,0,26.2,9.6,84.8,0
2021-07-17,Valencia,2021,7,5,Sabado,1,0,1,0,0,0,1,0,25.3,36.8,85.9,0
2021-07-17,Sevilla,2021,7,5,Sabado,1,0,1,0,0,0,1,0,28.1,34.4,90.7,0
2021-07-17,Malaga,2021,7,5,Sabado,1,0,1,0,0,0,1,0,28.3,29.5,71.1,0
2021-07-17,Zaragoza,2021,7,5,Sabado,1,0,1,0,0,0,1,0,25.6,44.4,58.1,0
2021-07-17,Bilbao,2021,7,5,Sabado,1,0,1,0,0,0,1,0,25.8,40.7,36.7,0
2021-07-17,Murcia,2021,7,5,Sabado,1,0,1,0,0,0,1,0,31.7,16.6,47.2,0
2021-07-17,Palma,2021,7,5,Sabado,1,0,1,0,0,0,1,0,21.4,38.4,100.9,0
2021-07-17,A Coruna,2021,7,5,Sabado,1,0,1,0,0,0,1,0,20.0,41.5,57.9,0
2021-07-18,Madrid,2021,7,6,Domingo,1,0,1,0,0,0,1,0,24.3,26.1,89.3,0
2021-07-18,Barcelona,2021,7,6,Domingo,1,0,1,0,0,0,1,0,21.9,27.3,92.9,0
2021-07-18,Valencia,2021,7,6,Domingo,1,0,1,0,0,0,1,0,26.6,18.5,60.6,0
2021-07-18,Sevilla,2021,7,6,Domingo,1,0,1,0,0,0,1,0,27.4,28.6,70.2,0
2021-07-18,Malaga,2021,7,6,Domingo,1,0,1,0,0,0,1,0,24.9,36.8,88.3,0
2021-07-18,Zaragoza,2021,7,6,Domingo,1,0,1,0,0,0,1,0,28.6,20.7,59.8,0
2021-07-18,Bilbao,2021,7,6,Domingo,1,0,1,0,0,0,1,0,24.4,12.2,61.8,0
2021-07-18,Murcia,2021,7,6,Domingo,1,0,1,0,0,0,1,0,28.7,42.1,73.2,0
2021-07-18,Palma,2021,7,6,Domingo,1,0,1,0,0,0,1,0,25.6,22.1,106.0,0
2021-07-18,A Coruna,2021,7,6,Domingo,1,0,1,0,0,0,1,0,16.7,38.9,52.9,0
2021-07-19,Madrid,2021,7,0,Lunes,0,0,1,0,0,0,1,0,25.7,16.5,73.1,0
2021-07-19,Barcelona,2021,7,0,Lunes,0,0,1,0,0,0,1,0,19.6,7.8,72.9,0
2021-07-19,Valencia,2021,7,0,Lunes,0,0,1,0,0,0,1,0,22.4,26.6,80.7,0
2021-07-19,Sevilla,2021,7,0,Lunes,0,0,1,0,0,0,1,0,26.8,42.4,63.0,0
2021-07-19,Malaga,2021,7,0,Lunes,0,0,1,0,0,0,1,0,26.5,22.1,82.6,0
2021-07-19,Zaragoza,2021,7,0,Lunes,0,0,1,0,0,0,1,0,28.2,41.3,73.8,0
2021-07-19,Bilbao,2021,7,0,Lunes,0,0,1,0,0,0,1,0,22.3,34.9,55.5,0
2021-07-19,Murcia,2021,7,0,Lunes,0,0,1,0,0,0,1,0,25.7,43.5,75.9,0
2021-07-19,Palma,2021,7,0,Lunes,0,0,1,0,0,0,1,0,26.9,53.7,82.0,0
2021-07-19,A Coruna,2021,7,0,Lunes,0,0,1,0,0,0,1,0,22.3,29.3,55.1,0
2021-07-20,Madrid,2021,7,1,Martes,0,0,1,0,0,0,1,0,26.5,27.6,68.2,0
2021-07-20,Barcelona,2021,7,1,Martes,0,0,1,0,0,0,1,0,23.1,35.1,71.7,0
2021-07-20,Valencia,2021,7,1,Martes,0,0,1,0,0,0,1,0,21.5,32.3,70.7,0
2021-07-20,Sevilla,2021,7,1,Martes,0,0,1,0,0,0,1,0,30.2,25.1,81.6,0
2021-07-20,Malaga,2021,7,1,Martes,0,0,1,0,0,0,1,0,23.8,39.0,75.0,0
2021-07-20,Zaragoza,2021,7,1,Martes,0,0,1,0,0,0,1,0,23.6,27.5,62.9,0
2021-07-20,Bilbao,2021,7,1,Martes,0,0,1,0,0,0,1,0,17.8,15.3,38.1,0
2021-07-20,Murcia,2021,7,1,Martes,0,0,1,0,0,0,1,0,28.7,41.0,63.5,0
2021-07-20,Palma,2021,7,1,Martes,0,0,1,0,0,0,1,0,24.0,44.1,94.2,0
2021-07-20,A Coruna,2021,7,1,Martes,0,0,1,0,0,0,1,0,13.6,19.2,60.6,0
2021-07-21,Madrid,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,30.4,22.6,88.0,0
2021-07-21,Barcelona,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,24.1,18.1,51.5,0
2021-07-21,Valencia,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,22.8,34.9,55.1,0
2021-07-21,Sevilla,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,30.2,49.2,58.8,0
2021-07-21,Malaga,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,21.3,33.2,67.8,0
2021-07-21,Zaragoza,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,24.7,32.2,54.8,0
2021-07-21,Bilbao,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,24.3,26.3,41.1,0
2021-07-21,Murcia,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,25.4,24.4,40.8,0
2021-07-21,Palma,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,26.9,33.6,114.1,0
2021-07-21,A Coruna,2021,7,2,Miercoles,0,0,1,0,0,0,1,0,20.2,41.1,56.0,0
2021-07-22,Madrid,2021,7,3,Jueves,0,0,1,0,0,0,1,0,23.0,41.8,90.6,0
2021-07-22,Barcelona,2021,7,3,Jueves,0,0,1,0,0,0,1,0,20.9,21.6,107.8,0
2021-07-22,Valencia,2021,7,3,Jueves,0,0,1,0,0,0,1,0,23.5,20.2,86.2,0
2021-07-22,Sevilla,2021,7,3,Jueves,0,0,1,0,0,0,1,0,30.7,33.2,86.4,0
2021-07-22,Malaga,2021,7,3,Jueves,0,0,1,0,0,0,1,0,21.4,16.7,97.9,0
2021-07-22,Zaragoza,2021,7,3,Jueves,0,0,1,0,0,0,1,0,24.1,14.4,66.2,0
2021-07-22,Bilbao,2021,7,3,Jueves,0,0,1,0,0,0,1,0,17.6,44.5,76.8,0
2021-07-22,Murcia,2021,7,3,Jueves,0,0,1,0,0,0,1,0,29.0,26.5,57.6,0
2021-07-22,Palma,2021,7,3,Jueves,0,0,1,0,0,0,1,0,25.0,28.1,101.4,0
2021-07-22,A Coruna,2021,7,3,Jueves,0,0,1,0,0,0,1,0,18.2,32.4,63.7,0
2021-07-23,Madrid,2021,7,4,Viernes,0,0,1,0,0,0,1,0,23.1,24.7,84.5,0
2021-07-23,Barcelona,2021,7,4,Viernes,0,0,1,0,0,0,1,0,20.8,30.9,86.8,0
2021-07-23,Valencia,2021,7,4,Viernes,0,0,1,0,0,0,1,0,26.4,36.0,65.4,0
2021-07-23,Sevilla,2021,7,4,Viernes,0,0,1,0,0,0,1,0,26.8,49.6,70.6,0
2021-07-23,Malaga,2021,7,4,Viernes,0,0,1,0,0,0,1,0,27.7,55.2,93.1,0
2021-07-23,Zaragoza,2021,7,4,Viernes,0,0,1,0,0,0,1,0,25.3,24.0,42.0,0
2021-07-23,Bilbao,2021,7,4,Viernes,0,0,1,0,0,0,1,0,20.1,13.5,45.1,0
2021-07-23,Murcia,2021,7,4,Viernes,0,0,1,0,0,0,1,0,27.7,23.1,70.3,0
2021-07-23,Palma,2021,7,4,Viernes,0,0,1,0,0,0,1,0,28.6,41.9,91.1,0
2021-07-23,A Coruna,2021,7,4,Viernes,0,0,1,0,0,0,1,0,17.5,23.2,70.9,0
2021-07-24,Madrid,2021,7,5,Sabado,1,0,1,0,0,0,1,0,23.3,34.2,68.4,0
2021-07-24,Barcelona,2021,7,5,Sabado,1,0,1,0,0,0,1,0,20.7,22.7,94.5,0
2021-07-24,Valencia,2021,7,5,Sabado,1,0,1,0,0,0,1,0,25.2,25.2,69.6,0
2021-07-24,Sevilla,2021,7,5,Sabado,1,0,1,0,0,0,1,0,25.5,38.4,83.7,0
2021-07-24,Malaga,2021,7,5,Sabado,1,0,1,0,0,0,1,0,26.3,37.9,74.9,0
2021-07-24,Zaragoza,2021,7,5,Sabado,1,0,1,0,0,0,1,0,27.2,32.7,49.9,0
2021-07-24,Bilbao,2021,7,5,Sabado,1,0,1,0,0,0,1,0,17.7,24.0,62.1,0
2021-07-24,Murcia,2021,7,5,Sabado,1,0,1,0,0,0,1,0,25.5,20.8,73.4,0
2021-07-24,Palma,2021,7,5,Sabado,1,0,1,0,0,0,1,0,24.8,28.7,91.5,0
2021-07-24,A Coruna,2021,7,5,Sabado,1,0,1,0,0,0,1,0,21.6,29.2,64.6,0
2021-07-25,Madrid,2021,7,6,Domingo,1,1,1,0,0,0,1,0,22.0,26.9,62.5,0
2021-07-25,Barcelona,2021,7,6,Domingo,1,1,1,0,0,0,1,0,21.1,13.5,84.2,0
2021-07-25,Valencia,2021,7,6,Domingo,1,1,1,0,0,0,1,0,23.7,21.9,79.5,0
2021-07-25,Sevilla,2021,7,6,Domingo,1,1,1,0,0,0,1,0,26.0,7.2,89.2,0
2021-07-25,Malaga,2021,7,6,Domingo,1,1,1,0,0,0,1,0,23.7,17.9,95.0,0
2021-07-25,Zaragoza,2021,7,6,Domingo,1,1,1,0,0,0,1,0,28.6,10.9,56.7,0
2021-07-25,Bilbao,2021,7,6,Domingo,1,1,1,0,0,0,1,0,21.8,34.0,36.8,0
2021-07-25,Murcia,2021,7,6,Domingo,1,1,1,0,0,0,1,0,23.7,44.7,67.7,0
2021-07-25,Palma,2021,7,6,Domingo,1,1,1,0,0,0,1,0,25.7,36.6,116.2,0
2021-07-25,A Coruna,2021,7,6,Domingo,1,1,1,0,0,0,1,0,18.8,8.9,66.8,0
2021-07-26,Madrid,2021,7,0,Lunes,0,1,1,0,0,0,1,0,25.5,8.5,67.4,0
2021-07-26,Barcelona,2021,7,0,Lunes,0,1,1,0,0,0,1,0,29.0,37.0,56.3,0
2021-07-26,Valencia,2021,7,0,Lunes,0,1,1,0,0,0,1,0,24.6,29.5,63.6,0
2021-07-26,Sevilla,2021,7,0,Lunes,0,1,1,0,0,0,1,0,32.0,36.2,63.9,0
2021-07-26,Malaga,2021,7,0,Lunes,0,1,1,0,0,0,1,0,21.5,24.8,103.3,0
2021-07-26,Zaragoza,2021,7,0,Lunes,0,1,1,0,0,0,1,0,24.0,24.8,57.9,0
2021-07-26,Bilbao,2021,7,0,Lunes,0,1,1,0,0,0,1,0,22.2,1.8,70.7,0
2021-07-26,Murcia,2021,7,0,Lunes,0,1,1,0,0,0,1,0,24.2,34.5,70.9,0
2021-07-26,Palma,2021,7,0,Lunes,0,1,1,0,0,0,1,0,20.2,43.1,80.3,0
2021-07-26,A Coruna,2021,7,0,Lunes,0,1,1,0,0,0,1,0,22.5,32.3,45.0,0
2021-07-27,Madrid,2021,7,1,Martes,0,1,1,0,0,0,1,0,25.9,27.6,68.2,0
2021-07-27,Barcelona,2021,7,1,Martes,0,1,1,0,0,0,1,0,24.0,15.0,94.0,0
2021-07-27,Valencia,2021,7,1,Martes,0,1,1,0,0,0,1,0,25.0,23.6,66.3,0
2021-07-27,Sevilla,2021,7,1,Martes,0,1,1,0,0,0,1,0,21.4,25.9,85.1,0
2021-07-27,Malaga,2021,7,1,Martes,0,1,1,0,0,0,1,0,24.4,32.9,103.0,0
2021-07-27,Zaragoza,2021,7,1,Martes,0,1,1,0,0,0,1,0,24.4,40.1,59.4,0
2021-07-27,Bilbao,2021,7,1,Martes,0,1,1,0,0,0,1,0,21.9,36.2,61.8,0
2021-07-27,Murcia,2021,7,1,Martes,0,1,1,0,0,0,1,0,28.4,25.0,67.8,0
2021-07-27,Palma,2021,7,1,Martes,0,1,1,0,0,0,1,0,24.2,39.4,102.1,0
2021-07-27,A Coruna,2021,7,1,Martes,0,1,1,0,0,0,1,0,21.3,20.4,72.1,0
2021-07-28,Madrid,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,23.9,25.5,61.9,0
2021-07-28,Barcelona,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,22.8,38.5,102.3,0
2021-07-28,Valencia,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,25.0,37.4,77.6,0
2021-07-28,Sevilla,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,29.7,22.4,77.5,0
2021-07-28,Malaga,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,25.1,14.2,67.4,0
2021-07-28,Zaragoza,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,23.3,31.1,65.4,0
2021-07-28,Bilbao,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,21.5,18.5,65.1,0
2021-07-28,Murcia,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,28.4,12.4,58.7,0
2021-07-28,Palma,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,23.2,32.8,90.1,0
2021-07-28,A Coruna,2021,7,2,Miercoles,0,1,1,0,0,0,1,0,19.6,63.9,72.5,0
2021-07-29,Madrid,2021,7,3,Jueves,0,1,1,0,0,0,1,0,24.5,42.1,68.0,0
2021-07-29,Barcelona,2021,7,3,Jueves,0,1,1,0,0,0,1,0,22.1,16.7,84.4,0
2021-07-29,Valencia,2021,7,3,Jueves,0,1,1,0,0,0,1,0,23.5,29.9,72.2,0
2021-07-29,Sevilla,2021,7,3,Jueves,0,1,1,0,0,0,1,0,29.9,22.1,69.4,0
2021-07-29,Malaga,2021,7,3,Jueves,0,1,1,0,0,0,1,0,20.1,34.5,83.6,0
2021-07-29,Zaragoza,2021,7,3,Jueves,0,1,1,0,0,0,1,0,25.6,26.7,57.9,0
2021-07-29,Bilbao,2021,7,3,Jueves,0,1,1,0,0,0,1,0,20.9,14.5,84.3,0
2021-07-29,Murcia,2021,7,3,Jueves,0,1,1,0,0,0,1,0,24.6,31.7,62.4,0
2021-07-29,Palma,2021,7,3,Jueves,0,1,1,0,0,0,1,0,21.4,15.6,91.3,0
2021-07-29,A Coruna,2021,7,3,Jueves,0,1,1,0,0,0,1,0,21.8,33.5,73.4,0
2021-07-30,Madrid,2021,7,4,Viernes,0,1,1,0,0,0,1,0,22.6,25.3,72.2,0
2021-07-30,Barcelona,2021,7,4,Viernes,0,1,1,0,0,0,1,0,22.4,26.7,74.6,0
2021-07-30,Valencia,2021,7,4,Viernes,0,1,1,0,0,0,1,0,24.9,28.7,106.6,0
2021-07-30,Sevilla,2021,7,4,Viernes,0,1,1,0,0,0,1,0,22.9,31.6,76.1,0
2021-07-30,Malaga,2021,7,4,Viernes,0,1,1,0,0,0,1,0,28.0,29.8,76.8,0
2021-07-30,Zaragoza,2021,7,4,Viernes,0,1,1,0,0,0,1,0,26.5,32.6,57.8,0
2021-07-30,Bilbao,2021,7,4,Viernes,0,1,1,0,0,0,1,0,22.9,21.2,70.7,0
2021-07-30,Murcia,2021,7,4,Viernes,0,1,1,0,0,0,1,0,26.2,24.1,65.1,0
2021-07-30,Palma,2021,7,4,Viernes,0,1,1,0,0,0,1,0,19.5,28.4,110.0,0
2021-07-30,A Coruna,2021,7,4,Viernes,0,1,1,0,0,0,1,0,19.1,7.0,86.4,0
2021-07-31,Madrid,2021,7,5,Sabado,1,0,1,0,0,0,1,0,19.3,11.7,60.9,0
2021-07-31,Barcelona,2021,7,5,Sabado,1,0,1,0,0,0,1,0,20.1,31.4,89.1,0
2021-07-31,Valencia,2021,7,5,Sabado,1,0,1,0,0,0,1,0,23.1,30.1,83.3,0
2021-07-31,Sevilla,2021,7,5,Sabado,1,0,1,0,0,0,1,0,28.6,26.1,84.8,0
2021-07-31,Malaga,2021,7,5,Sabado,1,0,1,0,0,0,1,0,21.7,25.5,91.3,0
2021-07-31,Zaragoza,2021,7,5,Sabado,1,0,1,0,0,0,1,0,20.5,57.5,59.3,0
2021-07-31,Bilbao,2021,7,5,Sabado,1,0,1,0,0,0,1,0,22.6,19.7,77.4,0
2021-07-31,Murcia,2021,7,5,Sabado,1,0,1,0,0,0,1,0,25.7,28.5,64.1,0
2021-07-31,Palma,2021,7,5,Sabado,1,0,1,0,0,0,1,0,23.2,25.6,98.8,0
2021-07-31,A Coruna,2021,7,5,Sabado,1,0,1,0,0,0,1,0,16.1,52.2,85.1,0
2021-08-01,Madrid,2021,8,6,Domingo,1,1,1,0,0,0,1,0,24.2,25.0,60.7,0
2021-08-01,Barcelona,2021,8,6,Domingo,1,1,1,0,0,0,1,0,22.0,30.6,76.6,0
2021-08-01,Valencia,2021,8,6,Domingo,1,1,1,0,0,0,1,0,26.4,16.9,61.6,0
2021-08-01,Sevilla,2021,8,6,Domingo,1,1,1,0,0,0,1,0,25.7,31.8,65.8,0
2021-08-01,Malaga,2021,8,6,Domingo,1,1,1,0,0,0,1,0,25.6,34.4,92.9,0
2021-08-01,Zaragoza,2021,8,6,Domingo,1,1,1,0,0,0,1,0,20.5,29.9,58.5,0
2021-08-01,Bilbao,2021,8,6,Domingo,1,1,1,0,0,0,1,0,21.2,26.3,75.1,0
2021-08-01,Murcia,2021,8,6,Domingo,1,1,1,0,0,0,1,0,28.2,32.7,44.4,0
2021-08-01,Palma,2021,8,6,Domingo,1,1,1,0,0,0,1,0,25.8,23.2,103.6,0
2021-08-01,A Coruna,2021,8,6,Domingo,1,1,1,0,0,0,1,0,16.7,18.4,57.1,0
2021-08-02,Madrid,2021,8,0,Lunes,0,1,1,0,0,0,1,0,26.2,24.2,55.2,0
2021-08-02,Barcelona,2021,8,0,Lunes,0,1,1,0,0,0,1,0,27.1,21.1,80.1,0
