semana_inicio,semana_fin,anio,semana_iso,ciudad,canal_medio,tipo_medio,inversion_eur,objetivo_principal
2020-09-07,2020-09-13,2020,37,Bilbao,Email CRM,Online,939.61,Notoriedad
2020-09-07,2020-09-13,2020,37,Bilbao,Radio Local,Offline,1007.33,Notoriedad
2020-09-07,2020-09-13,2020,37,Bilbao,Exterior,Offline,1703.14,Performance
2020-09-07,2020-09-13,2020,37,Bilbao,Prensa,Offline,1615.29,Notoriedad
2020-09-07,2020-09-13,2020,37,Murcia,Paid Search,Online,2361.8,Performance
2020-09-07,2020-09-13,2020,37,Murcia,Social Paid,Online,1918.9,Remarketing
2020-09-07,2020-09-13,2020,37,Murcia,Video Online,Online,2608.59,Remarketing
2020-09-07,2020-09-13,2020,37,Murcia,Display,Online,567.91,Performance
2020-09-07,2020-09-13,2020,37,Murcia,Email CRM,Online,480.63,Performance
2020-09-07,2020-09-13,2020,37,Murcia,Radio Local,Offline,1186.8,Trafico tienda
2020-09-07,2020-09-13,2020,37,Murcia,Exterior,Offline,1108.3,Remarketing
2020-09-07,2020-09-13,2020,37,Murcia,Prensa,Offline,1669.97,Captacion
2020-09-07,2020-09-13,2020,37,Palma,Paid Search,Online,2319.54,Captacion
2020-09-07,2020-09-13,2020,37,Palma,Social Paid,Online,3198.42,Trafico tienda
2020-09-07,2020-09-13,2020,37,Palma,Video Online,Online,1484.24,Click&Collect
2020-09-07,2020-09-13,2020,37,Palma,Display,Online,708.77,Performance
2020-09-07,2020-09-13,2020,37,Palma,Email CRM,Online,506.82,Performance
2020-09-07,2020-09-13,2020,37,Palma,Radio Local,Offline,1153.94,Trafico tienda
2020-09-07,2020-09-13,2020,37,Palma,Exterior,Offline,943.88,Remarketing
2020-09-07,2020-09-13,2020,37,Palma,Prensa,Offline,1041.57,Performance
2020-09-07,2020-09-13,2020,37,A Coruna,Paid Search,Online,2600.74,Notoriedad
2020-09-07,2020-09-13,2020,37,A Coruna,Social Paid,Online,1569.25,Captacion
2020-09-07,2020-09-13,2020,37,A Coruna,Video Online,Online,1182.79,Click&Collect
2020-09-07,2020-09-13,2020,37,A Coruna,Display,Online,478.86,Performance
2020-09-07,2020-09-13,2020,37,A Coruna,Email CRM,Online,247.67,Trafico tienda
2020-09-07,2020-09-13,2020,37,A Coruna,Radio Local,Offline,1085.63,Click&Collect
2020-09-07,2020-09-13,2020,37,A Coruna,Exterior,Offline,1772.9,Click&Collect
2020-09-07,2020-09-13,2020,37,A Coruna,Prensa,Offline,2538.69,Notoriedad
2020-09-14,2020-09-20,2020,38,Madrid,Paid Search,Online,4141.45,Captacion
2020-09-14,2020-09-20,2020,38,Madrid,Social Paid,Online,3418.48,Notoriedad
2020-09-14,2020-09-20,2020,38,Madrid,Video Online,Online,2552.87,Notoriedad
2020-09-14,2020-09-20,2020,38,Madrid,Display,Online,1532.53,Performance
2020-09-14,2020-09-20,2020,38,Madrid,Email CRM,Online,237.63,Trafico tienda
2020-09-14,2020-09-20,2020,38,Madrid,Radio Local,Offline,1567.33,Performance
2020-09-14,2020-09-20,2020,38,Madrid,Exterior,Offline,758.75,Notoriedad
2020-09-14,2020-09-20,2020,38,Madrid,Prensa,Offline,651.93,Trafico tienda
2020-09-14,2020-09-20,2020,38,Barcelona,Paid Search,Online,2512.52,Trafico tienda
2020-09-14,2020-09-20,2020,38,Barcelona,Social Paid,Online,2345.95,Performance
2020-09-14,2020-09-20,2020,38,Barcelona,Video Online,Online,1555.07,Trafico tienda
2020-09-14,2020-09-20,2020,38,Barcelona,Display,Online,1162.51,Performance
2020-09-14,2020-09-20,2020,38,Barcelona,Email CRM,Online,360.4,Trafico tienda
2020-09-14,2020-09-20,2020,38,Barcelona,Radio Local,Offline,1500.48,Captacion
2020-09-14,2020-09-20,2020,38,Barcelona,Exterior,Offline,1967.36,Notoriedad
2020-09-14,2020-09-20,2020,38,Barcelona,Prensa,Offline,1172.46,Performance
2020-09-14,2020-09-20,2020,38,Valencia,Paid Search,Online,1879.73,Notoriedad
2020-09-14,2020-09-20,2020,38,Valencia,Social Paid,Online,1881.71,Performance
2020-09-14,2020-09-20,2020,38,Valencia,Video Online,Online,972.67,Captacion
2020-09-14,2020-09-20,2020,38,Valencia,Display,Online,456.56,Performance
2020-09-14,2020-09-20,2020,38,Valencia,Email CRM,Online,294.25,Captacion
2020-09-14,2020-09-20,2020,38,Valencia,Radio Local,Offline,844.49,Performance
2020-09-14,2020-09-20,2020,38,Valencia,Exterior,Offline,1469.27,Remarketing
2020-09-14,2020-09-20,2020,38,Valencia,Prensa,Offline,1699.83,Captacion
2020-09-14,2020-09-20,2020,38,Sevilla,Paid Search,Online,1630.91,Captacion
2020-09-14,2020-09-20,2020,38,Sevilla,Social Paid,Online,1538.56,Click&Collect
2020-09-14,2020-09-20,2020,38,Sevilla,Video Online,Online,1405.16,Captacion
2020-09-14,2020-09-20,2020,38,Sevilla,Display,Online,549.84,Click&Collect
2020-09-14,2020-09-20,2020,38,Sevilla,Email CRM,Online,316.96,Performance
2020-09-14,2020-09-20,2020,38,Sevilla,Radio Local,Offline,1133.7,Notoriedad
2020-09-14,2020-09-20,2020,38,Sevilla,Exterior,Offline,730.7,Notoriedad
2020-09-14,2020-09-20,2020,38,Sevilla,Prensa,Offline,703.22,Captacion
2020-09-14,2020-09-20,2020,38,Malaga,Paid Search,Online,1387.59,Captacion
2020-09-14,2020-09-20,2020,38,Malaga,Social Paid,Online,1430.19,Trafico tienda
2020-09-14,2020-09-20,2020,38,Malaga,Video Online,Online,1689.8,Click&Collect
2020-09-14,2020-09-20,2020,38,Malaga,Display,Online,623.06,Performance
2020-09-14,2020-09-20,2020,38,Malaga,Email CRM,Online,352.68,Performance
2020-09-14,2020-09-20,2020,38,Malaga,Radio Local,Offline,889.59,Notoriedad
2020-09-14,2020-09-20,2020,38,Malaga,Exterior,Offline,882.49,Click&Collect
2020-09-14,2020-09-20,2020,38,Malaga,Prensa,Offline,405.43,Performance
2020-09-14,2020-09-20,2020,38,Zaragoza,Paid Search,Online,1743.77,Captacion
2020-09-14,2020-09-20,2020,38,Zaragoza,Social Paid,Online,1443.85,Notoriedad
2020-09-14,2020-09-20,2020,38,Zaragoza,Video Online,Online,836.24,Notoriedad
2020-09-14,2020-09-20,2020,38,Zaragoza,Display,Online,307.36,Notoriedad
2020-09-14,2020-09-20,2020,38,Zaragoza,Email CRM,Online,293.92,Trafico tienda
2020-09-14,2020-09-20,2020,38,Zaragoza,Radio Local,Offline,1110.38,Performance
2020-09-14,2020-09-20,2020,38,Zaragoza,Exterior,Offline,1223.1,Performance
2020-09-14,2020-09-20,2020,38,Zaragoza,Prensa,Offline,808.12,Captacion
2020-09-14,2020-09-20,2020,38,Bilbao,Paid Search,Online,1610.01,Performance
2020-09-14,2020-09-20,2020,38,Bilbao,Social Paid,Online,872.41,Click&Collect
2020-09-14,2020-09-20,2020,38,Bilbao,Video Online,Online,1296.6,Performance
2020-09-14,2020-09-20,2020,38,Bilbao,Display,Online,227.47,Performance
2020-09-14,2020-09-20,2020,38,Bilbao,Email CRM,Online,409.07,Click&Collect
2020-09-14,2020-09-20,2020,38,Bilbao,Radio Local,Offline,685.21,Trafico tienda
2020-09-14,2020-09-20,2020,38,Bilbao,Exterior,Offline,744.34,Performance
2020-09-14,2020-09-20,2020,38,Bilbao,Prensa,Offline,867.11,Notoriedad
2020-09-14,2020-09-20,2020,38,Murcia,Paid Search,Online,1237.94,Performance
2020-09-14,2020-09-20,2020,38,Murcia,Social Paid,Online,890.18,Captacion
2020-09-14,2020-09-20,2020,38,Murcia,Video Online,Online,683.64,Remarketing
2020-09-14,2020-09-20,2020,38,Murcia,Display,Online,683.53,Click&Collect
2020-09-14,2020-09-20,2020,38,Murcia,Email CRM,Online,419.79,Performance
2020-09-14,2020-09-20,2020,38,Murcia,Radio Local,Offline,778.38,Trafico tienda
2020-09-14,2020-09-20,2020,38,Murcia,Exterior,Offline,734.36,Captacion
2020-09-14,2020-09-20,2020,38,Murcia,Prensa,Offline,853.91,Click&Collect
2020-09-14,2020-09-20,2020,38,Palma,Paid Search,Online,1147.3,Trafico tienda
2020-09-14,2020-09-20,2020,38,Palma,Social Paid,Online,852.25,Trafico tienda
2020-09-14,2020-09-20,2020,38,Palma,Video Online,Online,1169.83,Click&Collect
2020-09-14,2020-09-20,2020,38,Palma,Display,Online,822.66,Remarketing
2020-09-14,2020-09-20,2020,38,Palma,Email CRM,Online,525.98,Click&Collect
2020-09-14,2020-09-20,2020,38,Palma,Radio Local,Offline,793.83,Performance
2020-09-14,2020-09-20,2020,38,Palma,Exterior,Offline,558.77,Click&Collect
2020-09-14,2020-09-20,2020,38,Palma,Prensa,Offline,381.24,Trafico tienda
2020-09-14,2020-09-20,2020,38,A Coruna,Paid Search,Online,731.96,Click&Collect
2020-09-14,2020-09-20,2020,38,A Coruna,Social Paid,Online,1668.48,Click&Collect
2020-09-14,2020-09-20,2020,38,A Coruna,Video Online,Online,962.93,Click&Collect
2020-09-14,2020-09-20,2020,38,A Coruna,Display,Online,443.01,Notoriedad
2020-09-14,2020-09-20,2020,38,A Coruna,Email CRM,Online,405.38,Click&Collect
2020-09-14,2020-09-20,2020,38,A Coruna,Radio Local,Offline,578.5,Performance
2020-09-14,2020-09-20,2020,38,A Coruna,Exterior,Offline,530.75,Captacion
2020-09-14,2020-09-20,2020,38,A Coruna,Prensa,Offline,532.28,Performance
2020-09-21,2020-09-27,2020,39,Madrid,Paid Search,Online,4315.04,Trafico tienda
2020-09-21,2020-09-27,2020,39,Madrid,Social Paid,Online,4161.53,Performance
2020-09-21,2020-09-27,2020,39,Madrid,Video Online,Online,1743.29,Notoriedad
2020-09-21,2020-09-27,2020,39,Madrid,Display,Online,3142.45,Trafico tienda
2020-09-21,2020-09-27,2020,39,Madrid,Email CRM,Online,1192.02,Notoriedad
2020-09-21,2020-09-27,2020,39,Madrid,Radio Local,Offline,1234.71,Captacion
2020-09-21,2020-09-27,2020,39,Madrid,Exterior,Offline,2965.67,Notoriedad
2020-09-21,2020-09-27,2020,39,Madrid,Prensa,Offline,2347.42,Notoriedad
2020-09-21,2020-09-27,2020,39,Barcelona,Paid Search,Online,4869.42,Click&Collect
2020-09-21,2020-09-27,2020,39,Barcelona,Social Paid,Online,3301.43,Captacion
2020-09-21,2020-09-27,2020,39,Barcelona,Video Online,Online,3809.82,Remarketing
2020-09-21,2020-09-27,2020,39,Barcelona,Display,Online,860.13,Notoriedad
2020-09-21,2020-09-27,2020,39,Barcelona,Email CRM,Online,667.93,Click&Collect
2020-09-21,2020-09-27,2020,39,Barcelona,Radio Local,Offline,1461.0,Captacion
2020-09-21,2020-09-27,2020,39,Barcelona,Exterior,Offline,2376.76,Notoriedad
2020-09-21,2020-09-27,2020,39,Barcelona,Prensa,Offline,1304.77,Click&Collect
2020-09-21,2020-09-27,2020,39,Valencia,Paid Search,Online,3806.43,Remarketing
2020-09-21,2020-09-27,2020,39,Valencia,Social Paid,Online,1776.67,Performance
2020-09-21,2020-09-27,2020,39,Valencia,Video Online,Online,2633.13,Trafico tienda
2020-09-21,2020-09-27,2020,39,Valencia,Display,Online,825.9,Remarketing
2020-09-21,2020-09-27,2020,39,Valencia,Email CRM,Online,581.13,Click&Collect
2020-09-21,2020-09-27,2020,39,Valencia,Radio Local,Offline,1634.43,Remarketing
2020-09-21,2020-09-27,2020,39,Valencia,Exterior,Offline,1747.38,Trafico tienda
2020-09-21,2020-09-27,2020,39,Valencia,Prensa,Offline,1268.61,Trafico tienda
2020-09-21,2020-09-27,2020,39,Sevilla,Paid Search,Online,2017.43,Trafico tienda
2020-09-21,2020-09-27,2020,39,Sevilla,Social Paid,Online,1918.51,Click&Collect
2020-09-21,2020-09-27,2020,39,Sevilla,Video Online,Online,1598.77,Performance
2020-09-21,2020-09-27,2020,39,Sevilla,Display,Online,620.95,Trafico tienda
2020-09-21,2020-09-27,2020,39,Sevilla,Email CRM,Online,263.01,Trafico tienda
2020-09-21,2020-09-27,2020,39,Sevilla,Radio Local,Offline,2526.78,Performance
2020-09-21,2020-09-27,2020,39,Sevilla,Exterior,Offline,2540.51,Performance
2020-09-21,2020-09-27,2020,39,Sevilla,Prensa,Offline,1183.28,Performance
2020-09-21,2020-09-27,2020,39,Malaga,Paid Search,Online,3437.77,Trafico tienda
2020-09-21,2020-09-27,2020,39,Malaga,Social Paid,Online,2295.4,Notoriedad
2020-09-21,2020-09-27,2020,39,Malaga,Video Online,Online,1365.66,Click&Collect
2020-09-21,2020-09-27,2020,39,Malaga,Display,Online,745.35,Click&Collect
2020-09-21,2020-09-27,2020,39,Malaga,Email CRM,Online,497.53,Remarketing
2020-09-21,2020-09-27,2020,39,Malaga,Radio Local,Offline,754.97,Notoriedad
2020-09-21,2020-09-27,2020,39,Malaga,Exterior,Offline,1913.5,Click&Collect
2020-09-21,2020-09-27,2020,39,Malaga,Prensa,Offline,909.61,Trafico tienda
2020-09-21,2020-09-27,2020,39,Zaragoza,Paid Search,Online,2203.47,Click&Collect
2020-09-21,2020-09-27,2020,39,Zaragoza,Social Paid,Online,2419.22,Performance
2020-09-21,2020-09-27,2020,39,Zaragoza,Video Online,Online,1851.12,Click&Collect
2020-09-21,2020-09-27,2020,39,Zaragoza,Display,Online,331.38,Captacion
2020-09-21,2020-09-27,2020,39,Zaragoza,Email CRM,Online,328.87,Remarketing
2020-09-21,2020-09-27,2020,39,Zaragoza,Radio Local,Offline,964.17,Remarketing
2020-09-21,2020-09-27,2020,39,Zaragoza,Exterior,Offline,1744.47,Click&Collect
2020-09-21,2020-09-27,2020,39,Zaragoza,Prensa,Offline,819.02,Captacion
2020-09-21,2020-09-27,2020,39,Bilbao,Paid Search,Online,2509.64,Notoriedad
2020-09-21,2020-09-27,2020,39,Bilbao,Social Paid,Online,1980.8,Captacion
2020-09-21,2020-09-27,2020,39,Bilbao,Video Online,Online,1831.17,Remarketing
2020-09-21,2020-09-27,2020,39,Bilbao,Display,Online,495.9,Trafico tienda
2020-09-21,2020-09-27,2020,39,Bilbao,Email CRM,Online,278.02,Performance
2020-09-21,2020-09-27,2020,39,Bilbao,Radio Local,Offline,1016.2,Captacion
2020-09-21,2020-09-27,2020,39,Bilbao,Exterior,Offline,1348.39,Click&Collect
2020-09-21,2020-09-27,2020,39,Bilbao,Prensa,Offline,919.35,Notoriedad
2020-09-21,2020-09-27,2020,39,Murcia,Paid Search,Online,2397.78,Click&Collect
2020-09-21,2020-09-27,2020,39,Murcia,Social Paid,Online,1073.53,Performance
2020-09-21,2020-09-27,2020,39,Murcia,Video Online,Online,1774.8,Click&Collect
2020-09-21,2020-09-27,2020,39,Murcia,Display,Online,622.5,Captacion
2020-09-21,2020-09-27,2020,39,Murcia,Email CRM,Online,538.02,Trafico tienda
2020-09-21,2020-09-27,2020,39,Murcia,Radio Local,Offline,2051.91,Captacion
2020-09-21,2020-09-27,2020,39,Murcia,Exterior,Offline,798.74,Captacion
2020-09-21,2020-09-27,2020,39,Murcia,Prensa,Offline,664.17,Performance
2020-09-21,2020-09-27,2020,39,Palma,Paid Search,Online,2586.01,Remarketing
2020-09-21,2020-09-27,2020,39,Palma,Social Paid,Online,1271.28,Trafico tienda
2020-09-21,2020-09-27,2020,39,Palma,Video Online,Online,1008.09,Performance
2020-09-21,2020-09-27,2020,39,Palma,Display,Online,1007.04,Captacion
2020-09-21,2020-09-27,2020,39,Palma,Email CRM,Online,1012.88,Captacion
2020-09-21,2020-09-27,2020,39,Palma,Radio Local,Offline,989.99,Notoriedad
2020-09-21,2020-09-27,2020,39,Palma,Exterior,Offline,617.24,Notoriedad
2020-09-21,2020-09-27,2020,39,Palma,Prensa,Offline,627.66,Remarketing
2020-09-21,2020-09-27,2020,39,A Coruna,Paid Search,Online,1545.25,Performance
2020-09-21,2020-09-27,2020,39,A Coruna,Social Paid,Online,1721.89,Captacion
2020-09-21,2020-09-27,2020,39,A Coruna,Video Online,Online,1258.86,Click&Collect
2020-09-21,2020-09-27,2020,39,A Coruna,Display,Online,1248.0,Click&Collect
2020-09-21,2020-09-27,2020,39,A Coruna,Email CRM,Online,443.14,Notoriedad
2020-09-21,2020-09-27,2020,39,A Coruna,Radio Local,Offline,934.82,Remarketing
2020-09-21,2020-09-27,2020,39,A Coruna,Exterior,Offline,953.01,Click&Collect
2020-09-21,2020-09-27,2020,39,A Coruna,Prensa,Offline,431.44,Performance
2020-09-28,2020-10-04,2020,40,Madrid,Paid Search,Online,5356.95,Click&Collect
2020-09-28,2020-10-04,2020,40,Madrid,Social Paid,Online,3096.51,Click&Collect
2020-09-28,2020-10-04,2020,40,Madrid,Video Online,Online,3105.8,Trafico tienda
2020-09-28,2020-10-04,2020,40,Madrid,Display,Online,1842.21,Captacion
2020-09-28,2020-10-04,2020,40,Madrid,Email CRM,Online,303.62,Captacion
2020-09-28,2020-10-04,2020,40,Madrid,Radio Local,Offline,2193.7,Click&Collect
2020-09-28,2020-10-04,2020,40,Madrid,Exterior,Offline,2844.76,Remarketing
2020-09-28,2020-10-04,2020,40,Madrid,Prensa,Offline,3289.05,Performance
2020-09-28,2020-10-04,2020,40,Barcelona,Paid Search,Online,3512.97,Click&Collect
2020-09-28,2020-10-04,2020,40,Barcelona,Social Paid,Online,5381.57,Captacion
2020-09-28,2020-10-04,2020,40,Barcelona,Video Online,Online,2125.4,Notoriedad
2020-09-28,2020-10-04,2020,40,Barcelona,Display,Online,2602.18,Remarketing
2020-09-28,2020-10-04,2020,40,Barcelona,Email CRM,Online,618.39,Click&Collect
2020-09-28,2020-10-04,2020,40,Barcelona,Radio Local,Offline,2574.94,Captacion
2020-09-28,2020-10-04,2020,40,Barcelona,Exterior,Offline,2708.41,Captacion
2020-09-28,2020-10-04,2020,40,Barcelona,Prensa,Offline,939.75,Performance
2020-09-28,2020-10-04,2020,40,Valencia,Paid Search,Online,2248.66,Trafico tienda
2020-09-28,2020-10-04,2020,40,Valencia,Social Paid,Online,2954.45,Performance
2020-09-28,2020-10-04,2020,40,Valencia,Video Online,Online,1835.02,Remarketing
2020-09-28,2020-10-04,2020,40,Valencia,Display,Online,570.36,Click&Collect
2020-09-28,2020-10-04,2020,40,Valencia,Email CRM,Online,932.29,Remarketing
2020-09-28,2020-10-04,2020,40,Valencia,Radio Local,Offline,1200.06,Trafico tienda
2020-09-28,2020-10-04,2020,40,Valencia,Exterior,Offline,2874.74,Performance
2020-09-28,2020-10-04,2020,40,Valencia,Prensa,Offline,1763.88,Trafico tienda
2020-09-28,2020-10-04,2020,40,Sevilla,Paid Search,Online,1892.56,Click&Collect
2020-09-28,2020-10-04,2020,40,Sevilla,Social Paid,Online,3209.04,Captacion
2020-09-28,2020-10-04,2020,40,Sevilla,Video Online,Online,2753.25,Captacion
2020-09-28,2020-10-04,2020,40,Sevilla,Display,Online,628.91,Notoriedad
2020-09-28,2020-10-04,2020,40,Sevilla,Email CRM,Online,453.78,Captacion
2020-09-28,2020-10-04,2020,40,Sevilla,Radio Local,Offline,1596.61,Remarketing
2020-09-28,2020-10-04,2020,40,Sevilla,Exterior,Offline,1662.69,Captacion
2020-09-28,2020-10-04,2020,40,Sevilla,Prensa,Offline,1086.64,Performance
2020-09-28,2020-10-04,2020,40,Malaga,Paid Search,Online,2028.09,Click&Collect
2020-09-28,2020-10-04,2020,40,Malaga,Social Paid,Online,1600.79,Notoriedad
2020-09-28,2020-10-04,2020,40,Malaga,Video Online,Online,2564.12,Remarketing
2020-09-28,2020-10-04,2020,40,Malaga,Display,Online,719.12,Trafico tienda
2020-09-28,2020-10-04,2020,40,Malaga,Email CRM,Online,228.21,Captacion
2020-09-28,2020-10-04,2020,40,Malaga,Radio Local,Offline,2315.27,Click&Collect
2020-09-28,2020-10-04,2020,40,Malaga,Exterior,Offline,2480.77,Remarketing
2020-09-28,2020-10-04,2020,40,Malaga,Prensa,Offline,915.03,Captacion
2020-09-28,2020-10-04,2020,40,Zaragoza,Paid Search,Online,4009.84,Remarketing
2020-09-28,2020-10-04,2020,40,Zaragoza,Social Paid,Online,1809.76,Captacion
2020-09-28,2020-10-04,2020,40,Zaragoza,Video Online,Online,1538.15,Captacion
2020-09-28,2020-10-04,2020,40,Zaragoza,Display,Online,472.11,Performance
2020-09-28,2020-10-04,2020,40,Zaragoza,Email CRM,Online,229.55,Trafico tienda
2020-09-28,2020-10-04,2020,40,Zaragoza,Radio Local,Offline,1586.72,Notoriedad
2020-09-28,2020-10-04,2020,40,Zaragoza,Exterior,Offline,933.19,Performance
2020-09-28,2020-10-04,2020,40,Zaragoza,Prensa,Offline,768.9,Click&Collect
2020-09-28,2020-10-04,2020,40,Bilbao,Paid Search,Online,2435.3,Captacion
2020-09-28,2020-10-04,2020,40,Bilbao,Social Paid,Online,2202.0,Remarketing
2020-09-28,2020-10-04,2020,40,Bilbao,Video Online,Online,1083.85,Captacion
2020-09-28,2020-10-04,2020,40,Bilbao,Display,Online,676.28,Trafico tienda
2020-09-28,2020-10-04,2020,40,Bilbao,Email CRM,Online,438.46,Captacion
2020-09-28,2020-10-04,2020,40,Bilbao,Radio Local,Offline,957.69,Captacion
2020-09-28,2020-10-04,2020,40,Bilbao,Exterior,Offline,1609.39,Remarketing
2020-09-28,2020-10-04,2020,40,Bilbao,Prensa,Offline,1440.0,Trafico tienda
2020-09-28,2020-10-04,2020,40,Murcia,Paid Search,Online,1865.48,Notoriedad
2020-09-28,2020-10-04,2020,40,Murcia,Social Paid,Online,1484.53,Trafico tienda
2020-09-28,2020-10-04,2020,40,Murcia,Video Online,Online,1153.1,Click&Collect
2020-09-28,2020-10-04,2020,40,Murcia,Display,Online,1846.92,Notoriedad
2020-09-28,2020-10-04,2020,40,Murcia,Email CRM,Online,304.81,Captacion
2020-09-28,2020-10-04,2020,40,Murcia,Radio Local,Offline,654.0,Performance
2020-09-28,2020-10-04,2020,40,Murcia,Exterior,Offline,1536.34,Remarketing
2020-09-28,2020-10-04,2020,40,Murcia,Prensa,Offline,1142.63,Captacion
2020-09-28,2020-10-04,2020,40,Palma,Paid Search,Online,1879.89,Performance
2020-09-28,2020-10-04,2020,40,Palma,Social Paid,Online,2827.98,Trafico tienda
2020-09-28,2020-10-04,2020,40,Palma,Video Online,Online,1164.98,Remarketing
2020-09-28,2020-10-04,2020,40,Palma,Display,Online,774.69,Trafico tienda
2020-09-28,2020-10-04,2020,40,Palma,Email CRM,Online,397.13,Trafico tienda
2020-09-28,2020-10-04,2020,40,Palma,Radio Local,Offline,1257.75,Remarketing
2020-09-28,2020-10-04,2020,40,Palma,Exterior,Offline,519.78,Performance
2020-09-28,2020-10-04,2020,40,Palma,Prensa,Offline,527.05,Performance
2020-09-28,2020-10-04,2020,40,A Coruna,Paid Search,Online,1323.32,Click&Collect
2020-09-28,2020-10-04,2020,40,A Coruna,Social Paid,Online,1596.47,Click&Collect
2020-09-28,2020-10-04,2020,40,A Coruna,Video Online,Online,1555.29,Trafico tienda
2020-09-28,2020-10-04,2020,40,A Coruna,Display,Online,583.57,Captacion
2020-09-28,2020-10-04,2020,40,A Coruna,Email CRM,Online,486.52,Notoriedad
2020-09-28,2020-10-04,2020,40,A Coruna,Radio Local,Offline,1123.68,Remarketing
2020-09-28,2020-10-04,2020,40,A Coruna,Exterior,Offline,1228.49,Performance
2020-09-28,2020-10-04,2020,40,A Coruna,Prensa,Offline,1171.76,Notoriedad
2020-10-05,2020-10-11,2020,41,Madrid,Paid Search,Online,5843.92,Remarketing
2020-10-05,2020-10-11,2020,41,Madrid,Social Paid,Online,3022.37,Performance
2020-10-05,2020-10-11,2020,41,Madrid,Video Online,Online,4802.8,Click&Collect
2020-10-05,2020-10-11,2020,41,Madrid,Display,Online,2001.36,Click&Collect
2020-10-05,2020-10-11,2020,41,Madrid,Email CRM,Online,219.56,Click&Collect
2020-10-05,2020-10-11,2020,41,Madrid,Radio Local,Offline,2672.83,Captacion
2020-10-05,2020-10-11,2020,41,Madrid,Exterior,Offline,2585.82,Captacion
2020-10-05,2020-10-11,2020,41,Madrid,Prensa,Offline,1110.88,Notoriedad
2020-10-05,2020-10-11,2020,41,Barcelona,Paid Search,Online,4242.47,Performance
2020-10-05,2020-10-11,2020,41,Barcelona,Social Paid,Online,4600.05,Captacion
2020-10-05,2020-10-11,2020,41,Barcelona,Video Online,Online,3956.75,Notoriedad
2020-10-05,2020-10-11,2020,41,Barcelona,Display,Online,1428.79,Remarketing
2020-10-05,2020-10-11,2020,41,Barcelona,Email CRM,Online,752.47,Captacion
2020-10-05,2020-10-11,2020,41,Barcelona,Radio Local,Offline,1801.81,Notoriedad
2020-10-05,2020-10-11,2020,41,Barcelona,Exterior,Offline,3942.89,Notoriedad
2020-10-05,2020-10-11,2020,41,Barcelona,Prensa,Offline,459.28,Performance
2020-10-05,2020-10-11,2020,41,Valencia,Paid Search,Online,5250.63,Click&Collect
2020-10-05,2020-10-11,2020,41,Valencia,Social Paid,Online,1486.49,Remarketing
2020-10-05,2020-10-11,2020,41,Valencia,Video Online,Online,2151.56,Captacion
2020-10-05,2020-10-11,2020,41,Valencia,Display,Online,2020.2,Click&Collect
2020-10-05,2020-10-11,2020,41,Valencia,Email CRM,Online,499.75,Notoriedad
2020-10-05,2020-10-11,2020,41,Valencia,Radio Local,Offline,2134.59,Performance
2020-10-05,2020-10-11,2020,41,Valencia,Exterior,Offline,946.21,Click&Collect
2020-10-05,2020-10-11,2020,41,Valencia,Prensa,Offline,1510.52,Click&Collect
2020-10-05,2020-10-11,2020,41,Sevilla,Paid Search,Online,2771.61,Remarketing
2020-10-05,2020-10-11,2020,41,Sevilla,Social Paid,Online,2281.3,Performance
2020-10-05,2020-10-11,2020,41,Sevilla,Video Online,Online,1280.3,Remarketing
2020-10-05,2020-10-11,2020,41,Sevilla,Display,Online,935.31,Remarketing
2020-10-05,2020-10-11,2020,41,Sevilla,Email CRM,Online,1162.7,Notoriedad
2020-10-05,2020-10-11,2020,41,Sevilla,Radio Local,Offline,1434.45,Notoriedad
2020-10-05,2020-10-11,2020,41,Sevilla,Exterior,Offline,1673.45,Trafico tienda
2020-10-05,2020-10-11,2020,41,Sevilla,Prensa,Offline,1244.87,Notoriedad
2020-10-05,2020-10-11,2020,41,Malaga,Paid Search,Online,2655.47,Performance
2020-10-05,2020-10-11,2020,41,Malaga,Social Paid,Online,2624.53,Trafico tienda
2020-10-05,2020-10-11,2020,41,Malaga,Video Online,Online,1867.03,Click&Collect
2020-10-05,2020-10-11,2020,41,Malaga,Display,Online,1154.77,Notoriedad
2020-10-05,2020-10-11,2020,41,Malaga,Email CRM,Online,187.34,Trafico tienda
2020-10-05,2020-10-11,2020,41,Malaga,Radio Local,Offline,1350.73,Captacion
2020-10-05,2020-10-11,2020,41,Malaga,Exterior,Offline,2059.06,Performance
2020-10-05,2020-10-11,2020,41,Malaga,Prensa,Offline,1077.57,Remarketing
2020-10-05,2020-10-11,2020,41,Zaragoza,Paid Search,Online,1862.76,Notoriedad
2020-10-05,2020-10-11,2020,41,Zaragoza,Social Paid,Online,1371.01,Remarketing
2020-10-05,2020-10-11,2020,41,Zaragoza,Video Online,Online,1889.1,Performance
2020-10-05,2020-10-11,2020,41,Zaragoza,Display,Online,1149.5,Performance
2020-10-05,2020-10-11,2020,41,Zaragoza,Email CRM,Online,579.13,Notoriedad
2020-10-05,2020-10-11,2020,41,Zaragoza,Radio Local,Offline,986.63,Performance
2020-10-05,2020-10-11,2020,41,Zaragoza,Exterior,Offline,2562.64,Click&Collect
2020-10-05,2020-10-11,2020,41,Zaragoza,Prensa,Offline,945.48,Trafico tienda
2020-10-05,2020-10-11,2020,41,Bilbao,Paid Search,Online,3202.45,Captacion
2020-10-05,2020-10-11,2020,41,Bilbao,Social Paid,Online,1854.77,Captacion
